Country,Confirmed,Deaths
US,13199,152
US,2561,43
US,2604,52
US,5439,66
US,13799,116
US,705,12
US,2196,32
US,5042,73
US,2899,61
US,10912,164
US,5803,48
US,5246,65
US,2381,38
US,1387,37
US,1451,19
US,18974,291
US,1677,34
US,1426,13
US,2503,35
US,55040,458
US,2408,40
US,7748,140
US,7877,106
US,854,21
US,1401,44
US,3025,55
US,4783,41
US,7669,135
US,5170,100
US,2563,35
US,7156,102
US,1554,18
US,19842,325
US,6048,147
US,3792,52
US,3845,77
US,8580,128
US,2929,35
US,594,22
US,9161,218
US,2936,55
US,129413,1749
US,8919,108
US,4020,74
US,26526,301
US,2563,43
US,7697,97
US,2536,53
US,13515,168
US,3010,44
US,1825,39
US,2343,33
US,4282,80
US,2869,64
US,4573,105
US,1552,47
US,5377,93
US,2061,28
US,17586,206
US,2541,31
US,4274,57
US,5304,85
US,2104,37
US,2832,78
US,11073,198
US,3868,65
US,1680,41
US,3691,47
US,992,25
US,4786,90
US,2097,48
US,2513,66
US,4833,69
US,3086,16
US,6108,97
US,9111,107
US,1294,27
US,4756,89
US,11052,107
US,1581,28
US,1045,22
US,2229,26
US,6566,125
US,11593,213
US,2967,25
US,11630,209
US,408,16
US,3423,43
US,4243,44
US,4162,61
US,9386,66
US,7765,118
US,3562,69
US,3241,40
US,6115,96
US,1936,36
US,2384,29
US,1401,25
US,9,0
US,2722,43
US,27750,292
US,2576,49
US,3503,71
US,2594,42
US,9455,135
US,1324,13
US,3895,33
US,10726,251
US,4820,118
US,22196,249
US,3705,57
US,7414,181
US,6196,127
US,2531,99
US,22278,410
US,40397,982
US,35137,633
US,2324,41
US,867,8
US,1819,48
US,2058,66
US,3293,80
US,4848,113
US,64936,1174
US,1719,32
US,4554,145
US,5949,143
US,4834,141
US,3923,78
US,12707,228
US,5911,129
US,2826,64
US,70741,1183
US,4821,130
US,2795,46
US,39840,410
US,18294,321
US,7320,117
US,24935,385
US,2293,55
US,4601,116
US,6783,137
US,47851,1006
US,32470,604
US,0,0
US,4065,40
US,4012,85
US,21670,478
US,1425,49
US,4422,80
US,4584,96
US,7074,98
US,9045,128
US,1268,19
US,3558,70
US,6418,173
US,14469,351
US,8565,163
US,8629,227
US,44620,738
US,23146,530
US,564,10
US,19923,358
US,587,0
US,4245,112
US,10429,195
US,6531,167
US,8294,221
US,6854,152
US,4463,79
US,2185,52
US,1515,41
US,2663,58
US,13950,131
US,6201,90
US,25496,256
US,3278,35
US,3845,56
US,12650,133
US,2590,17
US,2347,10
US,0,0
US,6785,90
US,15103,206
US,1752,14
US,2621,16
US,5690,66
US,4,0
US,3076,36
US,2499,36
US,21095,173
US,10726,272
US,56103,795
US,81122,1906
US,64970,1383
US,6086,102
US,3614,54
US,13004,297
US,9651,194
US,15068,268
US,4507,87
US,26247,397
US,3909,86
US,22674,372
US,23804,287
US,1923,57
US,86011,1737
US,102652,1759
US,4274,77
US,3471,55
US,10513,176
US,3193,58
US,0,46
US,22026,429
US,11822,236
US,5309,125
US,21021,538
US,11534,335
US,92887,1970
US,4076,7
US,128724,2627
US,4482,126
US,74098,1720
US,13513,331
US,180554,4022
US,72378,1908
US,68655,1602
US,117320,1952
US,69245,6
US,111102,2490
US,1368,51
US,1023,9
US,19120,243
US,4271,95
US,2993,45
US,2223,49
US,1435,46
US,10169,116
US,18185,449
US,2257,45
US,23250,359
US,8115,130
US,23415,425
US,8461,108
US,3195,45
US,3449,78
US,4777,62
US,4817,123
US,13172,143
US,1845,20
US,6845,129
US,4844,89
US,17064,295
US,4243,56
US,321,5
US,66135,1234
US,3886,87
US,2214,58
US,11553,156
US,7365,148
US,7834,155
US,5454,63
US,6005,114
US,38696,536
US,11501,127
US,3655,106
US,1792,70
US,10763,149
US,27293,395
US,36843,511
US,2311,44
US,115118,1167
US,386,9
US,1300,28
US,14548,294
US,2326,37
US,16724,231
US,30602,313
US,940,5
US,1597,17
US,149089,2998
US,2314,52
US,8674,93
US,4451,61
US,6055,76
US,4018,58
US,28235,157
US,12689,169
US,2153,44
US,25138,345
US,10981,151
US,1304,39
US,27759,480
US,8327,117
US,179078,2920
US,4739,78
US,3191,77
US,710,25
US,3714,52
US,1136,48
US,4099,73
US,52439,598
US,2951,34
US,1674,50
US,3466,92
US,33618,735
US,6382,157
US,1126,7
US,11901,157
US,28237,589
US,10374,142
US,9435,227
US,52,1
US,11834,193
US,41185,363
US,242555,6108
US,4797,79
US,2334,53
US,67206,615
US,6428,75
US,8412,103
US,9523,132
US,976,6
US,12015,72
US,4852,63
US,5742,79
US,17546,77
US,5174,57
US,2272,43
US,10361,86
US,12489,111
US,1633,23
US,324,1
US,2386,33
US,11624,128
US,70918,611
US,3791,12
US,8184,101
US,2693,36
US,3191,15
US,5954,50
US,8571,101
US,1054,11
US,186697,2081
US,2847,17
US,3653,49
US,7390,88
US,8041,104
US,1667,16
US,2651,40
US,10161,112
US,794,23
US,1863,27
US,1266,26
US,1398,26
US,544,5
US,4827,36
US,916,5
US,5429,63
US,1104,15
US,1584,23
US,4009,46
US,7497,84
US,4504,61
US,5554,84
US,6924,82
US,7567,50
US,1559,11
US,5462,61
US,5332,55
US,1066,10
US,23454,132
US,10157,134
US,2597,30
US,5377,46
US,1549,30
US,6179,89
US,2125,10
US,77579,1069
US,722,11
US,2901,46
US,2764,51
US,11932,146
US,1801,31
US,3289,33
US,27226,193
US,19803,136
US,2673,19
US,31010,431
US,35130,296
US,7159,37
US,1757,11
US,1788,24
US,5066,46
US,613,6
US,555,124
US,3910,10
US,3125,42
US,4073,34
US,42781,378
US,2073,21
US,1242,16
US,7341,58
US,27122,237
US,1947,25
US,4803,125
US,6025,108
US,2113,57
US,3434,90
US,1541,39
US,6512,151
US,2905,51
US,1771,41
US,3246,68
US,1384,27
US,1351,39
US,3025,95
US,3157,78
US,4304,112
US,4619,95
US,4365,95
US,33686,434
US,13906,261
US,1275,30
US,5121,80
US,2259,50
US,3826,109
US,7864,132
US,35150,560
US,32943,646
US,2742,89
US,1329,39
US,195,7
US,4952,107
US,24987,392
US,3421,66
US,975,34
US,1752,43
US,14233,248
US,1460,41
US,8932,143
US,10739,140
US,12396,323
US,2219,43
US,4151,92
US,16698,245
US,4778,144
US,5563,136
US,11431,195
US,15049,283
US,4327,112
US,6793,142
US,7163,179
US,1829,57
US,6774,210
US,3976,83
US,1891,44
US,7267,139
US,6850,136
US,9781,244
US,2151,56
US,5967,157
US,7109,110
US,5164,86
US,1083,28
US,22699,405
US,4806,99
US,656,21
US,4606,117
US,2717,52
US,3667,66
US,4352,106
US,2336,53
US,4807,118
US,5018,84
US,3927,94
US,1650,39
US,0,0
US,6534,99
US,2223,66
US,6942,179
US,7571,170
US,4447,72
US,2079,49
US,1068,39
US,3203,92
US,2486,47
US,4609,93
US,3842,44
US,3232,40
US,885,18
US,4248,79
US,4720,92
US,1907,40
US,2568,59
US,2822,70
US,1950,33
US,26947,191
US,15420,245
US,7190,127
US,1282,26
US,8271,96
US,6759,148
US,13548,201
US,1551,39
US,1136,18
US,16113,212
US,1944,42
US,1222,30
US,14189,202
US,1200,27
US,17175,262
US,3321,95
US,14108,233
US,3060,53
US,3912,76
US,935,38
US,2498,57
US,1202,17
US,1639,37
US,2186,62
US,1813,63
US,4742,93
US,16205,264
US,2464,81
US,1581,28
US,46532,832
US,1780,55
US,1368,21
US,3731,64
US,1282,43
US,734,23
US,1567,19
US,6320,173
US,1528,28
US,61751,844
US,23942,445
US,36359,435
US,8081,109
US,70346,966
US,656,8
US,5709,149
US,5211,89
US,5537,137
US,1878,30
US,10617,94
US,1946,57
US,2715,79
US,2505,34
US,2517,40
US,1118,21
US,5723,100
US,3830,56
US,491,9
US,4356,100
US,2408,49
US,2845,46
US,1513,32
US,1686,34
US,2873,73
US,3490,70
US,8256,169
US,4092,37
US,1483,26
US,2362,35
US,1267,42
US,2138,59
US,3549,39
US,7989,128
US,6970,195
US,3006,51
US,6796,71
US,5525,80
US,5714,97
US,719,19
US,1739,18
US,4044,80
US,3401,62
US,799,12
US,2091,51
US,4468,84
US,509,22
US,464,15
US,7776,132
US,1154,29
US,1065,13
US,61346,729
US,1357,27
US,13000,216
US,139825,2663
US,35191,628
US,2591,34
US,4735,107
US,4269,100
US,1297,17
US,9544,173
US,3386,65
US,0,0
US,3393,82
US,5579,75
US,4243,98
US,1764,35
US,6152,116
US,302,2
US,2789,66
US,1592,22
US,3442,84
US,1435,28
US,992,17
US,1575,22
US,207,5
US,16907,275
US,784,8
US,2411,40
US,308,9
US,1833,50
US,1673,27
US,547,8
US,1869,48
US,21077,214
US,22563,102
US,162,3
US,2486,62
US,122,5
US,409,6
US,3413,71
US,1919,20
US,163,1
US,4740,83
US,12434,154
US,267,2
US,3587,68
US,1409,20
US,311,8
US,276,9
US,755,15
US,17592,189
US,759,23
US,2744,30
US,26,1
US,876,27
US,826,6
US,285,10
US,1457,24
US,189,2
US,5445,118
US,1984,24
US,2335,68
US,1771,58
US,1570,38
US,560,10
US,6294,118
US,1243,29
US,599,8
US,914,19
US,1004,19
US,115,1
US,0,0
US,1386,30
US,273,13
US,177,8
US,31626,462
US,4623,46
US,806,7
US,26,1
US,71,0
US,48,0
US,824,4
US,1695,8
US,298,3
US,407,2
US,8771,57
US,921,12
US,1312,11
US,4071,16
US,1080,11
US,635,5
US,441,7
US,1470,16
US,1090,11
US,1979,21
US,1416,15
US,1591,19
US,5020,65
US,1137,12
US,4182,31
US,244,1
US,864,9
US,6998,62
US,96691,718
US,270,4
US,772,8
US,352,4
US,435,1
US,809,5
US,2758,19
US,256,1
US,306,1
US,276,5
US,88,4
US,312,1
US,11036,117
US,1531,17
US,334,0
US,92,0
US,430,5
US,1516,16
US,94,2
US,828,10
US,976,1
US,753,9
US,940,5
US,1120,10
US,99,0
US,605,1
US,1249,12
US,48000,170
US,6183,60
US,116,0
US,69,0
US,6818,44
US,56,1
US,1254,15
US,944,7
US,605,10
US,1078,15
US,711,11
US,2325,10
US,317,1
US,417,11
US,1659,10
US,962,20
US,6127,50
US,861,9
US,1885,15
US,1166,19
US,158,2
US,2715,2
US,32142,131
US,3620,16
US,6554,48
US,2485,32
US,841,10
US,442,4
US,61,0
US,551,11
US,792,4
US,79,1
US,1133,11
US,2485,1030
US,563,2
US,3203,25
US,1383,7
US,545,7
US,93,0
US,2597,11
US,9439,175
US,4285,86
US,349093,6308
US,5069,72
US,8839,122
US,62,2
US,185,0
US,2600,39
US,786,16
US,664,5
US,7104,127
US,647,14
US,4864,173
US,1194,27
US,232,8
US,0,0
US,68014,996
US,1308,18
US,8299,138
US,5447,23
US,7906,60
US,4352,77
US,8371,40
US,58142,731
US,18232,155
US,39063,355
US,17195,149
US,5428,40
US,2021,13
US,42642,807
US,127771,3036
US,61127,986
US,74660,1494
US,13816,245
US,22978,495
US,112607,3182
US,42903,758
US,102122,2410
US,13601,196
US,43178,1048
US,113798,2503
US,102057,1790
US,64323,1327
US,105429,2418
US,86520,2050
US,8887,214
US,37672,895
US,20078,359
US,585,0
US,84202,2065
US,14049,265
US,91981,1212
US,273,8
US,14425,223
US,4253,153
US,1646,52
US,8282,131
US,370,3
US,38535,567
US,12065,218
US,3929,56
US,679,15
US,52,4
US,650,12
US,14270,286
US,3544,42
US,967,10
US,4730,99
US,17149,529
US,433,12
US,8746,131
US,1462,25
US,5971,87
US,3260,72
US,27491,609
US,3188,31
US,19796,291
US,15641,187
US,1411,61
US,2336,66
US,3069,71
US,1766,25
US,5300,0
US,468,12
US,11640,172
US,36117,422
US,6431,126
US,216715,6831
US,29703,443
US,10654,169
US,10280,115
US,16069,200
US,13634,182
US,5953,98
US,8619,50
US,6107,116
US,6422,89
US,4840,55
US,39381,516
US,132352,2120
US,3205,43
US,5852,27
US,8313,117
US,9251,148
US,5244,91
US,543,3
US,8961,147
US,12162,112
US,357383,11019
US,4429,40
US,7714,81
US,7908,111
US,103052,1275
US,7649,166
US,233888,3344
US,181588,4674
US,30645,434
US,34994,666
US,62668,832
US,12561,121
US,64559,960
US,5952,98
US,15177,138
US,5863,70
US,0,346
US,13630,101
US,333871,10451
US,18581,201
US,95215,1980
US,56632,785
US,26517,240
US,20354,255
US,2987,26
US,2103,22
US,3514,71
US,13833,149
US,13481,199
US,265204,3710
US,10212,90
US,6814,74
US,7949,63
US,19961,298
US,145,1
US,7874,100
US,7303,85
US,11073,111
US,151550,2360
US,5723,71
US,2138,34
US,28003,371
US,6924,119
US,1911,6
US,4083,83
US,3776,56
US,2919,39
US,7619,136
US,2583,53
US,5716,95
US,17349,247
US,30639,441
US,16414,248
US,35139,354
US,14141,230
US,1250,9
US,8843,83
US,3380,39
US,30018,447
US,7200,99
US,4818,86
US,2403,44
US,1727,38
US,19232,317
US,10443,231
US,14812,161
US,48758,500
US,3106,27
US,4279,15
US,27577,326
US,6973,82
US,10410,198
US,36550,267
US,8253,127
US,55383,592
US,10541,64
US,42704,637
US,1161,18
US,1395,28
US,8454,106
US,3446,56
US,72045,929
US,8112,144
US,19382,273
US,8114,155
US,16512,219
US,2927,72
US,7631,87
US,866,12
US,31088,336
US,6057,72
US,34310,343
US,1393,36
US,9774,113
US,9848,179
US,16195,118
US,5202,85
US,3001,66
US,3813,75
US,8957,138
US,165456,1294
US,2245,24
US,4744,110
US,14271,253
US,15820,238
US,29728,298
US,2656,66
US,30879,275
US,12526,111
US,1776,26
US,5627,110
US,9361,102
US,1728,16
US,5550,89
US,30942,146
US,2471,49
US,23212,332
US,7502,150
US,25845,444
US,13412,217
US,27585,481
US,11885,342
US,11739,141
US,5934,109
US,12455,206
US,6987,117
US,13590,247
US,2179,28
US,4092,52
US,599,7
US,9,0
US,39021,374
US,7228,104
US,137498,911
US,2521,33
US,1667,37
US,7075,42
US,18024,317
US,11378,196
US,13727,243
US,6622,76
US,3144,36
US,454,6
US,2123,39
US,1442,21
US,115,1
US,1165,23
US,670,8
US,356,3
US,24523,272
US,37181,272
US,579,6
US,1152,38
US,326,3
US,842,7
US,568,6
US,597,16
US,710,19
US,377,4
US,14383,100
US,358,8
US,441,2
US,550,7
US,396,13
US,759,17
US,342,11
US,1035,28
US,527,9
US,2568,23
US,2142,46
US,1928,19
US,8248,127
US,2169,31
US,610,16
US,250,4
US,1438,14
US,839,29
US,2548,41
US,1040,22
US,444,14
US,2901,21
US,3431,36
US,746,9
US,229,4
US,971,18
US,56,0
US,8904,77
US,296,2
US,5012,92
US,460,11
US,1621,21
US,0,41
US,2519,30
US,14733,230
US,736,10
US,7790,58
US,1182,5
US,4705,111
US,19578,329
US,8276,157
US,13420,252
US,8517,98
US,8196,121
US,10690,235
US,7381,121
US,58244,829
US,3841,80
US,5985,91
US,22855,400
US,32106,374
US,6692,108
US,17390,347
US,5807,114
US,7568,154
US,174644,2692
US,8635,181
US,7566,117
US,27933,189
US,13110,209
US,25306,292
US,5096,72
US,183254,1858
US,7452,122
US,4833,79
US,11324,181
US,24904,381
US,7207,89
US,116183,1559
US,11906,178
US,5092,108
US,2217,54
US,4504,81
US,6947,122
US,4229,93
US,4090,143
US,10117,164
US,5960,101
US,9912,235
US,9044,179
US,33618,516
US,10889,173
US,27400,351
US,7239,116
US,44000,669
US,64792,1044
US,6641,94
US,36833,799
US,13715,199
US,27031,362
US,3116,62
US,7086,100
US,17802,355
US,2414,62
US,82417,1433
US,2238,39
US,5341,66
US,17128,214
US,2251,49
US,5805,104
US,3352,52
US,5782,82
US,12448,155
US,4739,78
US,22148,293
US,6462,142
US,6416,122
US,21726,353
US,12017,230
US,9658,176
US,12771,189
US,9193,166
US,7734,135
US,55694,1204
US,74573,1233
US,28422,633
US,14999,370
US,0,6
US,9819,76
US,4789,98
US,1933,40
US,36841,423
US,8813,159
US,16268,311
US,6690,104
US,20708,257
US,3900,77
US,5056,62
US,1400,9
US,2825,35
US,636,9
US,3966,75
US,1645,30
US,9275,108
US,5435,132
US,24485,295
US,9416,193
US,9265,118
US,2813,51
US,373,2
US,45821,609
US,1089,20
US,21627,311
US,1014,23
US,3191,33
US,11799,263
US,5494,129
US,7737,161
US,747,19
US,540,6
US,10692,212
US,4973,100
US,8734,185
US,721,8
US,797,25
US,383,7
US,549,10
US,1905,29
US,1801,44
US,4287,86
US,974,20
US,2021,47
US,8041,166
US,2710,54
US,1210,41
US,1605,23
US,8570,89
US,5120,112
US,6441,115
US,2045,29
US,1448,32
US,2886,28
US,7103,126
US,7775,106
US,5895,129
US,2992,94
US,2731,53
US,13970,262
US,1978,30
US,1889,29
US,2437,47
US,124882,1887
US,6431,141
US,7318,127
US,6430,101
US,0,0
US,2794,66
US,12414,117
US,7122,158
US,7188,101
US,12919,195
US,1861,40
US,632,12
US,16842,293
US,4066,105
US,6968,89
US,8033,144
US,4369,39
US,1056,24
US,113212,1694
US,5375,1191
US,13507,207
US,8786,200
US,1694,31
US,1723,26
US,4100,51
US,2240,35
US,6311,41
US,33553,400
US,2683,35
US,4462,58
US,5952,113
US,3491,58
US,1947,39
US,24214,201
US,13778,301
US,186,4
US,1095,17
US,1229,33
US,2203,37
US,25426,366
US,4294,69
US,10455,254
US,9171,156
US,1065,21
US,30734,366
US,3728,57
US,15149,189
US,5952,93
US,40612,526
US,1997,25
US,61622,867
US,8464,105
US,195,3
US,2232,47
US,15209,184
US,0,0
US,3433,57
US,767,13
US,3223,47
US,42997,415
US,129,1
US,9990,148
US,15359,253
US,157410,2560
US,11025,244
US,27516,553
US,8107,202
US,68000,1231
US,21661,455
US,9753,144
US,81974,1499
US,30332,572
US,23675,586
US,612,13
US,10580,219
US,23732,267
US,57893,916
US,6230,160
US,13421,238
US,6327,96
US,9857,171
US,14127,231
US,32924,676
US,39635,716
US,68413,1536
US,5023,68
US,37963,575
US,21461,483
US,1797,29
US,25226,509
US,2823,40
US,5968,72
US,7932,189
US,11527,276
US,6460,161
US,3533,134
US,26552,565
US,81990,1449
US,13337,313
US,24052,366
US,55725,985
US,48230,1008
US,20457,409
US,6047,108
US,16686,383
US,8575,231
US,22888,394
US,96653,1934
US,2986,75
US,51178,834
US,15687,438
US,6271,135
US,197431,4145
US,6351,70
US,2437,69
US,23753,519
US,5650,116
US,12947,291
US,717,24
US,4990,78
US,5789,159
US,0,0
US,8439,119
US,8503,180
US,5340,165
US,31681,463
US,6856,129
US,54315,1016
US,3429,71
US,74081,1100
US,626,0
US,2244,0
US,2739,0
US,1475,0
US,935,0
US,1248,0
US,4146,0
US,407,0
US,1050,0
US,1560,0
US,13745,0
US,1584,0
US,8071,0
US,1589,0
US,2689,0
US,11556,0
US,1659,0
US,1744,0
US,547,0
US,948,0
US,1756,0
US,1157,0
US,921,0
US,1997,0
US,51,0
US,2780,0
US,1762,0
US,705,0
US,350,0
US,1172,0
US,523,0
US,5917,0
US,2799,0
US,1718,0
US,602,0
US,2718,0
US,2362,0
US,433,0
US,1523,0
US,2773,0
US,674,0
US,1084,0
US,333,0
US,1994,0
US,1599,0
US,1092,0
US,1951,0
US,136,0
US,460,0
US,3465,0
US,2164,0
US,1741,0
US,1369,0
US,1942,0
US,1033,0
US,434,0
US,429,0
US,719,0
US,5061,0
US,1264,0
US,806,0
US,2939,0
US,631,0
US,1003,0
US,963,0
US,25312,0
US,2189,0
US,1918,0
US,653,0
US,5008,0
US,5216,0
US,3929,0
US,4509,3274
US,1205,0
US,2437,0
US,4004,0
US,209,0
US,916,0
US,1372,0
US,1074,0
US,0,0
US,6832,152
US,25600,406
US,9921,54
US,125753,2141
US,16876,22
US,16293,182
US,4032,53
US,27772,356
US,1377,21
US,38200,801
US,2188,64
US,3965,88
US,27849,319
US,31864,357
US,1787,53
US,67416,747
US,10422,260
US,6662,123
US,7670,151
US,5242,136
US,5782,190
US,12401,234
US,6497,117
US,34752,391
US,4558,59
US,3368,93
US,27417,553
US,9986,186
US,109023,1535
US,13095,237
US,3153,75
US,64420,917
US,4019,82
US,12526,215
US,16914,238
US,12149,238
US,2694,79
US,56131,725
US,5572,143
US,4955,84
US,1432,30
US,7803,151
US,16229,249
US,14900,340
US,28881,499
US,70854,795
US,2619,57
US,63807,1254
US,16949,306
US,0,0
US,4914,112
US,5747,129
US,49084,533
US,578,17
US,3573,48
US,521,9
US,1780,30
US,5510,41
US,7437,107
US,982,15
US,472,16
US,2115,35
US,204,5
US,2056,28
US,570,5
US,2376,17
US,6205,90
US,735,15
US,1475,19
US,4217,70
US,885,30
US,780,12
US,2154,34
US,573,12
US,678,14
US,1217,24
US,450,15
US,1483,46
US,827,31
US,345,11
US,1129,40
US,427,8
US,481,5
US,168,2
US,3446,50
US,1262,28
US,219,5
US,428,19
US,318,18
US,148,1
US,988,19
US,1736,20
US,4810,71
US,11312,79
US,850,11
US,530,8
US,1046,29
US,360,8
US,5007,53
US,348,4
US,371,11
US,41327,417
US,928,24
US,2619,54
US,23068,272
US,494,16
US,490,5
US,1698,45
US,422,3
US,1096,29
US,501,3
US,195,3
US,1876,40
US,950,21
US,1471,62
US,0,0
US,2949,46
US,973,19
US,4129,44
US,480,10
US,13801,238
US,9670,173
US,3029,60
US,3585,26
US,24895,284
US,22927,242
US,7669,93
US,2895,45
US,5952,113
US,11157,236
US,7313,77
US,3640,77
US,5918,120
US,1582,37
US,7690,122
US,11010,171
US,3426,65
US,11727,237
US,125840,1226
US,4362,77
US,2520,44
US,10884,173
US,8285,156
US,7569,110
US,3888,72
US,8276,108
US,10907,195
US,6265,131
US,4607,74
US,14657,249
US,2955,44
US,13537,223
US,66111,726
US,1309,21
US,5220,88
US,5755,91
US,11040,188
US,3942,79
US,5960,110
US,5647,96
US,4845,81
US,1958,47
US,3400,50
US,2138,43
US,10369,165
US,4044,54
US,82191,977
US,2035,32
US,5287,72
US,9865,134
US,2575,44
US,6887,99
US,9588,108
US,5630,100
US,18348,330
US,5938,75
US,7096,95
US,20086,246
US,10885,147
US,4853,77
US,2265,33
US,10088,140
US,34133,371
US,1474,25
US,3987,51
US,7018,121
US,29887,154
US,4973,86
US,1660,35
US,1135,26
US,3298,34
US,17304,228
US,7231,101
US,10483,168
US,14568,206
US,64768,610
US,5826,69
US,3089,39
US,21115,290
US,149587,2409
US,4293,55
US,2225,39
US,29321,472
US,35748,450
US,11867,150
US,3261,28
US,22711,144
US,3309,69
US,3528,51
US,1312,32
US,8931,133
US,23858,347
US,4189,41
US,6533,98
US,5825,102
US,41679,284
US,28159,357
US,8145,208
US,2954,65
US,13919,422
US,2654,67
US,1334,24
US,322,8
US,8829,209
US,3715,56
US,1041,28
US,2484,64
US,14592,186
US,596,24
US,5402,135
US,39782,744
US,330287,5299
US,1315,28
US,44,2
US,2507,57
US,13070,347
US,61377,859
US,39302,368
US,1107,23
US,257,7
US,1139,47
US,7217,175
US,3334,60
US,7653,132
US,8611,156
US,3920,38
US,1935,57
US,67334,1825
US,2097,67
US,876,28
US,4574,158
US,1428,40
US,8884,59
US,6900,228
US,1788,22
US,1608,25
US,502,19
US,694,18
US,1204,57
US,134856,1186
US,437,11
US,2641,55
US,20510,468
US,2388,66
US,744,10
US,5243,105
US,10864,168
US,253,9
US,964,19
US,794,17
US,1091,39
US,409,11
US,1330,30
US,421330,5665
US,2229,80
US,3024,86
US,3574,87
US,668,22
US,112576,1073
US,268,14
US,3824,46
US,658,18
US,2009,60
US,2259,85
US,27211,560
US,337,8
US,163499,3005
US,34380,485
US,6512,108
US,2617,51
US,5116,154
US,3657,93
US,448,19
US,1263,40
US,186,10
US,103670,1039
US,1383,37
US,2798,73
US,4189,77
US,2195,66
US,65727,717
US,755,23
US,3699,82
US,158,3
US,670,28
US,3610,86
US,4091,86
US,16698,519
US,19515,583
US,5327,109
US,25261,349
US,8203,197
US,592,15
US,1336,29
US,1184,27
US,459,14
US,10549,214
US,590160,9622
US,9335,188
US,953,2
US,668,35
US,34173,408
US,728,3
US,10036,352
US,120542,3504
US,5929,170
US,4528,138
US,9972,214
US,5544,148
US,2897,88
US,5898,145
US,609,14
US,11259,312
US,4169,99
US,196,2
US,1021,22
US,2794,52
US,4158,163
US,213,6
US,32225,729
US,937,20
US,7296,183
US,29678,578
US,3296,78
US,4287,58
US,24516,447
US,5317,102
US,61,2
US,145,3
US,7259,141
US,453,11
US,26,0
US,524,10
US,4388,133
US,374,22
US,1419,40
US,9016,220
US,3063,97
US,3630,70
US,3236,100
US,3006,54
US,2511,71
US,13264,361
US,3704,111
US,462,12
US,1762,38
US,2722,80
US,14,0
US,68941,1065
US,902,27
US,2533,46
US,1200,53
US,879,24
US,581,8
US,6157,161
US,13026,412
US,965,39
US,43459,762
US,118,8
US,7108,170
US,356,11
US,29988,394
US,3831,91
US,925,28
US,1024,43
US,3189,98
US,90120,1121
US,3688,91
US,1699,57
US,173,9
US,7975,237
US,9021,190
US,963,54
US,2548,82
US,68800,1302
US,1632,38
US,385,6
US,13921,303
US,4912,124
US,3011,109
US,25121,351
US,1613,42
US,2384,57
US,5997,218
US,25853,579
US,922,28
US,1542,49
US,26252,381
US,631,10
US,584,21
US,1455,56
US,3754,59
US,1205,31
US,111,1
US,2987,68
US,18017,223
US,1758,56
US,8251,189
US,971,77
US,902,38
US,2954,82
US,7218,298
US,1006,29
US,364,9
US,3573,85
US,549,7
US,2980,113
US,308,16
US,37408,829
US,1519,25
US,11867,336
US,1290,37
US,181,5
US,240,6
US,643,11
US,1510,23
US,375279,4947
US,23839,596
US,110,3
US,2294,68
US,142,7
US,5872,104
US,25603,393
US,123993,1485
US,1668,62
US,2506,72
US,0,0
US,5944,156
US,641,15
US,6432,118
US,10772,256
US,8321,228
US,13141,354
US,11895,187
US,6655,87
US,2026,35
US,5887,133
US,57436,920
US,6327,190
US,815,14
US,22542,539
US,2446,69
US,4944,114
US,79725,735
US,7746,142
US,1364,32
US,11718,207
US,6714,233
US,1341,35
US,3039,74
US,2241,46
US,2575,56
US,34615,189
US,14908,124
US,62483,299
US,216146,1277
US,2781,43
US,7070,57
US,44761,469
US,7639,19
US,13753,81
US,9001,81
US,1677,2
US,139619,619
US,6812,31
US,49416,349
US,2142,10
US,4694,39
US,2834,21
US,13832,132
US,820,2
US,4483,53
US,462,2
US,1867,9
US,1896,8
US,3635,27
US,6189,35
US,190,0
US,4597,29
US,3100,27
US,4316,35
US,7598,87
US,4285,81
US,8705,113
US,15185,155
US,2342,84
US,1607,42
US,4623,62
US,2597,36
US,20112,276
US,11010,140
US,530,15
US,10705,168
US,1148,18
US,4325,58
US,2535,50
US,1871,35
US,2920,82
US,2777,40
US,1455,31
US,7837,152
US,4429,56
US,4487,105
US,764,21
US,1421,28
US,5645,62
US,30326,374
US,42491,583
US,1599,32
US,2740,70
US,790,18
US,684,10
US,7177,92
US,773,19
US,6582,201
US,2063,30
US,3513,60
US,846,46
US,1356,20
US,97108,1178
US,1120,35
US,736,14
US,7807,91
US,1629,32
US,3042,29
US,6751,115
US,1699,43
US,13035,165
US,3260,26
US,1670,64
US,2454,35
US,4088,80
US,2268,32
US,2376,54
US,2413,45
US,1978,26
US,4235,117
US,15750,249
US,12893,202
US,8633,114
US,36966,737
US,7239,185
US,204,4
US,3793,94
US,4708,92
US,7630,99
US,2972,24
US,2207,26
US,690,9
US,1102,24
US,3981,62
US,1650,37
US,37054,304
US,3693,54
US,1219,23
US,12312,199
US,1153,23
US,5399,54
US,1295,15
US,2269,94
US,936,24
US,3656,91
US,1008,33
US,12379,116
US,1525,23
US,2658,27
US,21531,306
US,25541,361
US,1201,47
US,1279,37
US,687,17
US,2683,70
US,4152,63
US,3744,89
US,2373,60
US,5202,105
US,8647,133
US,1411,23
US,13188,252
US,3061,31
US,3046,52
US,5362,52
US,58346,590
US,4530,98
US,3129,36
US,654,5
US,1746,16
US,25591,375
US,13079,186
US,13231,258
US,2328,66
US,10083,174
US,4300,70
US,3979,73
US,3568,86
US,7183,177
US,5348,126
US,2484,71
